QUEST_UNUSED_20180327_000001	의뢰석	
QUEST_UNUSED_20180327_000002	저희 마법협회에서는 각 지역의 몬스터를 연구하기 위해 몬스터의 표본을 수집하고 있습니다.{nl}많은 참여 부탁드립니다.	의뢰석
QUEST_UNUSED_20180327_000003	모아 주신 표본은 마법 협회에서 소중히 연구하도록 하겠습니다.{nl}협조해 주셔서 감사합니다.	의뢰석
QUEST_UNUSED_20180327_000004	바위에 새겨진 문구	
QUEST_UNUSED_20180327_000005	건드리거나 밀지 마시오.	바위에 새겨진 문구
QUEST_UNUSED_20180327_000006	그래도 혹시 모르니 이 주변의 몬스터 퇴치를 부탁드리겠습니다.{nl}로도마 제1 유적지의 몬스터가 난폭하게 변했다는 보고도 있었거든요.	용병 글렌
QUEST_UNUSED_20180327_000007	훌륭하십니다.{nl}당분간은 안심할 수 있겠지요.	용병 글렌
QUEST_UNUSED_20180327_000008	땅바닥을 유심히 잘 봐주세요. {nl}혹시나 떨어져 있을지도 몰라요.	신입 왕릉 연구원
QUEST_UNUSED_20180327_000009	흠, 이것 뿐이던가요?{nl}이만큼 찾아주신 것도 감사해요.{nl}처음부터 다시 베껴쓰면 되니까요.	신입 왕릉 연구원
QUEST_UNUSED_20180327_000010	뭔가 생각이 날 것 같기도 한데요.{nl}생각하려 할 수록 흐려지는 느낌이에요.	용병 글렌
QUEST_UNUSED_20180327_000011	여신의 꿈을 꾼 계시자이십니까.{nl}저는 샤울레이와 클라페다를 담당하고 있는 기사단장, 우스카입니다.{nl}	기사단장 우스카
QUEST_UNUSED_20180327_000012	지금의 왕국은 모든 희망을 잃었습니다. {nl}다시 일어설 의지조차 꺾인 채로.. 여신의 이름만 부르짖고 있습니다.{nl}	기사단장 우스카
QUEST_UNUSED_20180327_000013	솔직히 저는 계시자 여러분들을 희망적으로만 바라볼 수는 없습니다.{nl}한 도시를 짊어지고 있는 책임자이기에.. {nl}	기사단장 우스카
QUEST_UNUSED_20180327_000014	다시 절망을 겪을 순 없는 것 아니겠습니까.	기사단장 우스카
QUEST_UNUSED_20180327_000015	자.. 어쨌든, 주교님께서도 계시의 꿈을 꾸셨습니다.{nl}계시자가 오거든 수정광산으로 보내라고 하셨다는군요.{nl}	기사단장 우스카
QUEST_UNUSED_20180327_000016	수정광산으로 갈 준비가 다 되면 저에게 다시 말씀해 주십시오.{nl}수정광산의 위치와 들어갈 방법을 알려드리겠습니다.	기사단장 우스카
QUEST_UNUSED_20180327_000017	주교님께선 계시자들을 수정광산으로 보내라고 하셨습니다.{nl}여신께서 그리 하라고 꿈에서 말씀하셨다는군요.{nl}	기사단장 우스카
QUEST_UNUSED_20180327_000018	하지만 현재 광산 마을은 부베와 교전중인지라 출입을 제한하고 있습니다.{nl}동쪽 숲에 있는 기사 아라스가 담당이니 그를 만나보십시오.	기사단장 우스카
QUEST_UNUSED_20180327_000019	이 숲의 몬스터가 불어난 게 부베 투사의 짓이였군요.{nl}부베 투사가 얼마나 있는지 알아봐 주세요.{nl}	기사 아라스
QUEST_UNUSED_20180327_000020	정황상 부베 투사의 몬스터 지휘는 들어맞는 이야기입니다.{nl}하지만 내심 믿고 싶지 않은 거겠죠.	기사 아라스
QUEST_UNUSED_20180327_000021	당신의 보고대로라면, 이 숲에는 아직 다른 부베 투사는 없는 것 같군요.{nl}	기사 아라스
QUEST_UNUSED_20180327_000022	부베 투사를 제거하도록 하지요.{nl}누데기 벌목지에 수색병을 대기시켜 놓았습니다.	기사 아라스
QUEST_UNUSED_20180327_000023	불볘스 농장부터 수색하도록 하죠.{nl}뒤쫓거나 위험한 짓은 절대 하지 마시고요.	기사 아라스
QUEST_UNUSED_20180327_000024	내 기술을 좀 더 배우고 싶어서 찾아왔구나.{nl}그렇다면 페디미안의 로델레로 마스터님을 도와드려. 그걸로 널 평가하겠어.	아처 마스터
QUEST_UNUSED_20180327_000025	로델레로 마스터	
QUEST_UNUSED_20180327_000026	아처 마스터가 보내서 왔나.{nl}클라페다는 점점 안정을 찾아가고 있지만 페디미안은 아직 이 모양이다.	로델레로 마스터
QUEST_UNUSED_20180327_000027	듣자 하니 페디미안은 신성지구를 뺀 대부분이 파묻혀 버려서 도움이 절실하다고 하더군.	아처 마스터
QUEST_UNUSED_20180327_000028	자네에겐 마법사의 탑에서 대장급 몬스터를 맡기지.{nl}페디미안을 재건하는 것도 일손이 부족한데 탑에서 몬스터까지 쏟아져 나오고 있거든.	로델레로 마스터
QUEST_UNUSED_20180327_000029	잠입에 성공한 정찰병의 보고로는 마법사의 탑 3층의 미노타우로스라고 했어.{nl}그 몬스터를 처치하면 충분한 경고가 되겠지.	로델레로 마스터
QUEST_UNUSED_20180327_000030	수고했어. 덕분에 몬스터의 기세가 좀 수그러들었다는군. {nl}아처 마스터에게도 고맙다고 전해 줘.	로델레로 마스터
QUEST_UNUSED_20180327_000031	수고했어. {nl}약속대로 자네를 더욱 강하게 단련시켜 주지.	아처 마스터
QUEST_UNUSED_20180327_000032	더 강한 마법을 구사하고 싶다면 잘 찾아왔어.{nl}하지만 내 가르침을 받으려면 그 나약한 마음가짐 가지곤 따라올 수 없어.	위저드 마스터
QUEST_UNUSED_20180327_000033	열의는 알겠지만 실력은 어떨까?{nl}마법사의 탑에서 피라콘의 조각과 붉은 인프로 락터 껍질 조각을 가져오는 거야.	위저드 마스터
QUEST_UNUSED_20180327_000034	훌륭하군. 하지만 난 좀 까다롭거든. {nl}내 일을 얼마나 잘 보조할 수 있는지에 따라 결정하겠어.	위저드 마스터
QUEST_UNUSED_20180327_000035	예전에 연구하던 도시용 방어마법을 페디미안에서도 적용해 볼 수 있을 것 같아.{nl}그러려면 상당히 많은 자료가 필요하거든. {nl}	위저드 마스터
QUEST_UNUSED_20180327_000036	네가 할 일은 이 자료 축적용 스크롤을 페디미안에서 사용하고 오는 거야.	위저드 마스터
QUEST_UNUSED_20180327_000037	사용해야 할 곳은 지도에 표시해 두었어.{nl}하나도 빼놓지 말고 꼼꼼히 사용해야 해.	위저드 마스터
QUEST_UNUSED_20180327_000038	수고했어. 더 강력한 마법의 경지를 원한다고 했지?{nl}난 매우 엄격하니까 알아서 잘 따라줬으면 좋겠어.	위저드 마스터
QUEST_UNUSED_20180327_000039	육신의 상처를 치료하는 것은 영혼의 상처를 치유하는 것이기도 하지요.{nl}그대가 더 높은 경지를 이루고자 한다면 주변 분들에게 치료로 봉사하세요.	클레릭 마스터
QUEST_UNUSED_20180327_000040	아직 치료의 손길이 필요한 분들이 많습니다.{nl}좀 더 그분들께 온정을 베풀어 주세요.	클레릭 마스터
QUEST_UNUSED_20180327_000041	여신께선 돕는 자를 도우신답니다.{nl}비록 미흡하지만, 제가 그대의 경지를 이끌어 내는 데 힘이 되었으면 합니다.	클레릭 마스터
QUEST_UNUSED_20180327_000042	소서러 마스터	
QUEST_UNUSED_20180327_000043	내게 마법을 배우고 싶다면 네 능력이 어느 정도인지를 보여 줘야겠지.{nl}간단해. 나와 마법 대련을 해서 이기면 되는 아주 간단한 룰이야.	소서러 마스터
QUEST_UNUSED_20180327_000044	딱 네 수준에 맞춰줄 테니까 너무 겁먹진 마.{nl}아래쪽 광장 공터에서 만나.	소서러 마스터
QUEST_UNUSED_20180327_000045	이 정도 능력이면 충분하겠어.{nl}마법을 배우고 싶다면 언제든지 다시 찾아와.	소서러 마스터
QUEST_UNUSED_20180327_000046	네크로맨서 마스터	
QUEST_UNUSED_20180327_000047	네크로맨서의 주술은 술자의 영혼이 단련되지 않으면 사악한 기운에 잠식되어 버려.{nl}그대의 영혼이 얼마나 강한지 나와 싸워서 증명해 봐.	네크로맨서 마스터
QUEST_UNUSED_20180327_000048	광장 공터에 가서 기다리고 있어.	네크로맨서 마스터
QUEST_UNUSED_20180327_000049	그래 그 정도면 시작은 할 수 있겠어.{nl}이제 네크로맨서의 주술을 전수해 주지.	네크로맨서 마스터
QUEST_UNUSED_20180327_000050	우리 소드맨이 휘두르는 검에는 절대 망설임이란 있을 수 없단다.{nl}망설임이란 마음의 틈. 적은 언제나 그 틈을 노려오고 있지.{nl}	소드맨 마스터
QUEST_UNUSED_20180327_000051	마법사의 탑 3층에 가면 미노타우로스가 있단다.{nl}그 몬스터를 상대하며 검의 망설임을 털어버리거라.{nl}	소드맨 마스터
QUEST_UNUSED_20180327_000052	망설임은 매우 위험한 틈이지.{nl}그걸 깨달을 수 있다면 좋겠구나.	소드맨 마스터
QUEST_UNUSED_20180327_000053	그래.. 그 정도 수준이면 좀 더 발전할 여지가 있겠어.{nl}앞으로도 더 열심히 수련에 정진하거라.	소드맨 마스터
QUEST_UNUSED_20180327_000054	센츄리온 마스터	
QUEST_UNUSED_20180327_000055	센츄리온이라. 결코 쉽지 않은 길일세.{nl}하지만 나와의 대련에서 실력을 인정받는다면 이야기는 달라지겠지. 어떤가.	센츄리온 마스터
QUEST_UNUSED_20180327_000056	대련은 광장 공터에서 할 테니 먼저 가 있게.	센츄리온 마스터
QUEST_UNUSED_20180327_000057	그 정도면 충분하네.{nl}자네는 내가 책임지고 가르쳐 주도록 하지.{nl}	센츄리온 마스터
QUEST_UNUSED_20180327_000058	하카펠 마스터	
QUEST_UNUSED_20180327_000059	내 전투기술을 배우고 싶은건 좋으나 그 전에 자네의 기량을 확인할 필요가 있겠어.{nl}뭐가 부족한지를 알아야 자네를 가르칠 것 아닌가?	하카펠 마스터
QUEST_UNUSED_20180327_000060	아래쪽 광장 공터에서 보도록 하지.{nl}먼저 가 있게.	하카펠 마스터
QUEST_UNUSED_20180327_000061	이만하면 충분한 것 같군.{nl}이제부터 혹독한 훈련이 시작될 거야.	하카펠 마스터
QUEST_UNUSED_20180327_000062	저는 그 누구보다도 자신의 판단을 신뢰합니다.{nl}당신이 스콰이어로서 함께 할 자격이 있는지 대련으로 직접 확인할 겁니다.	스콰이어 마스터
QUEST_UNUSED_20180327_000063	자기 자신을 믿고 나아갈 때 검은 더욱 날카로워질 것입니다.	스콰이어 마스터
QUEST_UNUSED_20180327_000064	당신의 실력은 잘 알겠습니다. {nl}제 가르침을 통해 앞으로도 훌륭한 모습을 보여주시길 바랍니다.	스콰이어 마스터
QUEST_UNUSED_20180327_000065	하이랜더의 가르침을 받고 싶은 게로군.{nl}좋다. 허나 조건이 있다.	하이랜더 마스터
QUEST_UNUSED_20180327_000066	하이랜더 마스터님의 지원이군요.{nl}사안이 급하니 요점만 말씀해 드리지요.	펠타스타 마스터
QUEST_UNUSED_20180327_000067	수정광산에서 문제가 발생하여 기사단장 우스카님께서 저희에게 요청을 부탁하셨습니다. {nl}허나 저희 펠타스타도 도저히 틈이 안 나는 상황입니다.{nl}	펠타스타 마스터
QUEST_UNUSED_20180327_000068	그러니 저희 대신 그대가 기사단장 우스카님을 지원해 주셨으면 합니다.	펠타스타 마스터
QUEST_UNUSED_20180327_000069	맹약은 중요하다.{nl}이 혼란스러운 시대에 서로 간의 신뢰에 금이 가는 일은 용납할 수 없다.	하이랜더 마스터
QUEST_UNUSED_20180327_000070	펠타스타 마스터님께 부탁하면서도 무리가 아닌가 싶었습니다만.{nl}지원 병력이 당신이라니 저희도 든든합니다.	기사단장 우스카
QUEST_UNUSED_20180327_000071	하이랜더와 펠타스타의 명예가 걸린 일입니다.{nl}우스카님을 잘 도와주십시오.	펠타스타 마스터
QUEST_UNUSED_20180327_000072	수정광산 2층에 거대한 몬스터가 배회하고 있다는 소문이 돌고 있습니다.{nl}허나 수정광산이 클라페다의 주요 산업인 만큼 언제까지고 정지된 상태로 놔둘 수도 없는 일입니다.{nl}	기사단장 우스카
QUEST_UNUSED_20180327_000073	그러니 수정광산 2층을 조사해 주시고 소문의 원흉을 없애 주십시오.	기사단장 우스카
QUEST_UNUSED_20180327_000074	마을 주민의 안전이 걸린 일입니다.{nl}확실한 조사를 부탁드리겠습니다.	기사단장 우스카
QUEST_UNUSED_20180327_000075	아직도 그런 녀석이 날뛰고 있었다니.. 인명피해가 없어서 정말 다행입니다.{nl}광산이 안정될 때까지는 정예 병사들도 함께 파견하도록 고려해야겠군요.	기사단장 우스카
QUEST_UNUSED_20180327_000076	어쨌든 정말 수고하셨습니다. 하이랜더 마스터께 감사하다고 전해 주십시오.{nl}펠타스타 마스터께는 곧 찾아뵐 일이 있으니 제가 직접 전하겠습니다.	기사단장 우스카
QUEST_UNUSED_20180327_000077	수고했다. 이로써 펠타스타에게 받아야 할 빚이 늘었군.{nl}약속대로 하이랜더 마스터로서 자네를 이끌어 주겠다.	하이랜더 마스터
QUEST_UNUSED_20180327_000078	마스터님들과는 별개로 번번이 당신께 도움을 받는군요.{nl}앞으로도 클라페다를 잘 부탁드립니다.	기사단장 우스카
QUEST_UNUSED_20180327_000079	제게 가르침을 받으시겠다고요.{nl}좋습니다. 제 의뢰를 해결해 주시는 조건으로 승낙하지요.	펠타스타 마스터
QUEST_UNUSED_20180327_000080	펠타스타 마스터가 보냈는가. {nl}방패에 대한 건이라면 나도 알고 있다.	하이랜더 마스터
QUEST_UNUSED_20180327_000081	약속된 보급을 받지 못한다면 우리로서는 하이랜더와의 맹약을 지킬 일도 없습니다.{nl}게다가 서로의 신뢰에도 금이 가겠지요.	펠타스타 마스터
QUEST_UNUSED_20180327_000082	사과의 서한이라도 보냈어야 했는데 미처 챙기지 못해 미안하군.{nl}곧 거래처에서 기별이 올 것이니 잠시 기다려 보게.	하이랜더 마스터
QUEST_UNUSED_20180327_000083	이게 도대체 몇 번째란 말인가!{nl}미안하지만 자네가 직접 플레쳐 마스터에게 가서 어찌 된 일인지 알아봐 주게.{nl}에산치우 마을로 가면 될 것이네.	하이랜더 마스터
QUEST_UNUSED_20180327_000084	플레쳐 마스터	
QUEST_UNUSED_20180327_000085	클라페다에서 오셨소.{nl}아무리 재촉해도 안 되는 건 안 되오. 돌아가시오.	플레쳐 마스터
QUEST_UNUSED_20180327_000086	말귀를 못 알아 듣소?{nl}주문이 밀려서 당신들 차례는 한참 뒤란 말이오.	플레쳐 마스터
QUEST_UNUSED_20180327_000087	4년 전, 그놈의 나무 때문에 내 공방이 하늘 높이에 매달아 버린 뒤로 이렇게 화가 나는 일은 처음이오.	플레쳐 마스터
QUEST_UNUSED_20180327_000088	해치웠소? 속이 다 시원하군.{nl}이제 게으른 페디미안의 상인들 핑계도 하나 사라졌겠어.	플레쳐 마스터
QUEST_UNUSED_20180327_000089	약속대로 빠른 시일 내에 나머지 물건들을 보낼 수 있을 거요.{nl}이제 그만 돌아가시오. 작업에 집중해야 하니.	플레쳐 마스터
QUEST_UNUSED_20180327_000090	당신 덕에 하이랜더와의 관계를 계속 유지할 수 있게 되었습니다.{nl}약속대로 펠타스타 마스터로서 제가 당신을 이끌어 드리겠습니다.	펠타스타 마스터
QUEST_UNUSED_20180327_000091	하이랜더 마스터에겐 따로 제자를 보낼 테니 그 부분은 걱정하지 마시오.	플레쳐 마스터
QUEST_UNUSED_20180327_000092	내 부탁을 들어 준다면야 기술을 가르쳐 주는 건 어렵지 않지.{nl}	아처 마스터
QUEST_UNUSED_20180327_000093	플레쳐 마스터께 부탁한 물건이 있는데 아직도 소식이 없거든.{nl}네가 한번 들러줬으면 좋겠어. 물건보다도 사람이 걱정되어서 말이지..	아처 마스터
QUEST_UNUSED_20180327_000094	아처 마스터가 걱정했다 하셨소? 난 아무 문제없소. {nl}문제가 있다면 재료가 내 제작 속도를 못 따라 오는 게 문제지.	플레쳐 마스터
QUEST_UNUSED_20180327_000095	워낙 괄괄하신 분인지라.. 알아서 처신 부탁할게.	아처 마스터
QUEST_UNUSED_20180327_000096	자네가 대성당의 참회로에 가서 질 좋은 숫돌을 모아오면 금방 끝날 것 같소.{nl}한 150개 정도면 될 거요. 가방은 내가 내어 주지.	플레쳐 마스터
QUEST_UNUSED_20180327_000097	주변에 재료가 솟아나는 샘이라도 있었으면 좋겠소.{nl}내 평생소원이요.	플레쳐 마스터
QUEST_UNUSED_20180327_000098	골렘이? 거참 희한하군. {nl}여신께서 도왔나 보오.{nl}	플레쳐 마스터
QUEST_UNUSED_20180327_000099	다 됐소. 가져가시오.{nl}아처 마스터에게 안부나 전해 주시오.	플레쳐 마스터
QUEST_UNUSED_20180327_000100	골렘이라니, 그냥 심부름만 시킬 생각이었는데 미안하군.{nl}어쨌든 약속대로 기술을 전수해 줄게.	아처 마스터
QUEST_UNUSED_20180327_000101	이제 일 없소.{nl}바쁘니 그만 돌아가시오.	플레쳐 마스터
QUEST_UNUSED_20180327_000102	레인저의 기술을 배우고 싶어 날 찾아온 거지?{nl}내 의뢰를 수락해 준다면 좋은 쪽으로 생각해 보겠어.	레인저 마스터
QUEST_UNUSED_20180327_000103	에보니폰이 무슨 짓을 하고 돌아다니는지 갈피를 잡을 수 없어.{nl}분명 좋지 않은 일이라는 건 확실하지만, 목적조차도 짐작할 수가 없으니 화가 나.	레인저 마스터
QUEST_UNUSED_20180327_000104	이게 그 샘플들이군. 이걸로 거래 조건은 충족됐어.{nl}좋아. 내가 책임지고 널 더 강하게 만들어 주지.	레인저 마스터
QUEST_UNUSED_20180327_000105	자네 정도라면 내 문하생으로 그냥 받아도 되겠지만 그래도 시험은 치뤄야겠지.{nl}여신의 옛뜰에서 리디아 샤펜님의 비석을 탁본해 온다면 기꺼이 환영함세.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000106	궁수라면 모두가 존경해 마지않는 그 분의 비석이다.{nl}모쪼록 내용을 다 볼 수 있게 살살 부탁한다.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000107	내가 이래 봬도 왕년엔 샤펜스타의 일원이었다고.{nl}어쨌든, 약속대로 내 기술을 가르쳐 주지.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000108	내 가르침을 받고 싶다면 자네의 용기를 내게 보여줄 필요가 있겠구나.{nl}이 도발용 보주로 대성당의 참회로에서 몬스터들을 도발해 보거라.{nl}	소드맨 마스터
QUEST_UNUSED_20180327_000109	동료가 위험에 처했을 때, 적의 칼날을 내게 돌리게 할 수 있는 용기가 있나?	소드맨 마스터
QUEST_UNUSED_20180327_000110	노기에 찬 녀석들의 얼굴이 그려지는군.{nl}시험은 통과야. 내 가르침을 받을 자격이 있어.	소드맨 마스터
QUEST_UNUSED_20180327_000111	펠타스타 측에서 도움을 요청해 왔다.{nl}우리의 병력이 부족하다고 하나 펠타스타와의 맹약을 맺었으니 거절할 수도 없는 일.{nl}	하이랜더 마스터
QUEST_UNUSED_20180327_000112	그대가 펠타스타를 원조하여 임무를 수행하고 오라.	하이랜더 마스터
QUEST_UNUSED_20180327_000113	우리 펠타스타는 하이랜더와 맹약을 유지하는 조건으로 방패를 보급받고 있습니다.{nl}여태껏 기한을 잘 지켜 주셨는데 최근에 갑자기 방패 보급이 끊기고 말았습니다.{nl}	펠타스타 마스터
QUEST_UNUSED_20180327_000114	어찌 된 일인지 하이랜더 마스터께 여쭈어 보시고 그대가 해결할 수 있는 일이라면 직접 해결하십시오.	펠타스타 마스터
QUEST_UNUSED_20180327_000115	그렇게까지 말한다면 방법이 없는 건 아니오.{nl}내 재료들을 다 박살낸 페디미안 외곽의 모아를 흠씬 두들겨준다면 순서를 앞당겨 드리지.	플레쳐 마스터
QUEST_UNUSED_20180327_000116	난 에보니폰의 행적을 쫓고 있어.{nl}최근 정보로는 대성당에서 무언가를 실험했다는군.{nl}	레인저 마스터
QUEST_UNUSED_20180327_000117	넌 곧장 대성당으로 가서 모야의 체액 샘플을 가져와 줘.{nl}그걸 조사하면 뭔가 알 수 있겠지.	레인저 마스터
QUEST_UNUSED_20180327_000118	좀처럼 모습을 드러내지 않던 미노타우로스가 나타났다고 하더군요.{nl}제게 가르침을 받고 싶다면 그 정도는 쉽게 사냥할 실력은 갖추고 있어야겠죠.	헌터 마스터
QUEST_UNUSED_20180327_000119	당신이 나서지 않겠다면 내가 직접 나섰을 테죠.{nl}양보해 드리는 거니까 고맙게 받으시는 게 좋을 거예요.	헌터 마스터
QUEST_UNUSED_20180327_000120	훌륭해요. 제가 인정해 드리죠.{nl}헌터의 기술을 배우고 싶다면 언제든 찾아오세요.	헌터 마스터
QUEST_UNUSED_20180327_000121	너 정도의 실력자라면 록소나 장터의 리버피드는 쉽게 잡을 수 있겠지.{nl}이런 것도 해내지 못한다면 레인저 지망생으로 받아들여 줄 수 없어.	레인저 마스터
QUEST_UNUSED_20180327_000122	네가 와 줘서 정말 다행이야.{nl}다들 그곳에 집중하고 있는데 우리 레인저들만 파견을 못 가고 있거든.	레인저 마스터
QUEST_UNUSED_20180327_000123	듣자하니 헌터들보다 네가 한 발 더 빨랐다고 하더군.{nl}수고했어. 내 지도는 엄격하니까 각오해.	레인저 마스터
QUEST_UNUSED_20180327_000124	내게 새퍼의 기술을 배우겠다고? 아주 좋은 생각이야.{nl}안 그래도 내가 새로운 함정을 개발 중이었는데 재료가 부족했거든.{nl}	새퍼 마스터
QUEST_UNUSED_20180327_000125	그러니 네가 날 좀 도와줘야겠다.{nl}루클리스 기념지에서 락투르투가에게서 천연 마노석을 가져와 주겠어?	새퍼 마스터
QUEST_UNUSED_20180327_000126	루클리스 기념지의 락토르투가야.{nl}다른 곳의 락토르투가는 마노석 같은 거 절대 안줘.	새퍼 마스터
QUEST_UNUSED_20180327_000127	좋아. 마노석은 받았고.. {nl}앞으로 새퍼의 기술을 연마하고 싶으면 언제든지 찾아와.	새퍼 마스터
QUEST_UNUSED_20180327_000128	기껏 온 의뢰를 내 제자들이 망쳐버리는 바람에 얼굴을 들고 다닐수가 없어.{nl}자네가 내 체면을 살려준다면 쿼렐슈터의 기술을 전수해 주겠네.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000129	중심시가에 있는 템플슈터네.{nl}제자들이 코 앞에 두고 도망쳐 버릴 정도니 준비를 단단히 하게.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000130	해치웠군. 이제야 좀 살겠네.{nl}수업은 얼마든지 찾아 오게. 성심성의껏 가르쳐 주지.	쿼렐슈터 마스터
QUEST_UNUSED_20180327_000131	내게 기술을 배울 자격이 있는지 네 기량을 시험해 봐야겠다.{nl}루클리스 기념지의 스파나스혼이라면 네 명성에 걸맞지 싶은데, 어때?	아처 마스터
QUEST_UNUSED_20180327_000132	스파나스혼은 몸집이 너무 커서 날아다니는 때보다 땅에 있을 때가 많다고 들었어.	아처 마스터
QUEST_UNUSED_20180327_000133	해치울 거라곤 별로 기대 안 했는데, 이거 의외인걸?{nl}좋아. 기술을 배우러 언제든 찾아와도 좋아.	아처 마스터
QUEST_UNUSED_20180327_000134	미노타우로스는 록소나 장터에서 모습을 드러냈다고 해요.{nl}혹시 모르니 처치한 증거를 꼭 챙겨오시길 바랄게요.	헌터 마스터
QUEST_UNUSED_20180327_000135	클레릭의 사명을 통해 더 높은 경지에 오르고자 하시는군요.{nl}봉사를 통해 그 사명을 이룰 수 있도록 제가 도와드릴 수 있습니다.	클레릭 마스터
QUEST_UNUSED_20180327_000136	치료를 기다리는 분들은 많은데 약초가 부족합니다.{nl}순례자의 길에 계시는 센츄리온 마스터께 니코티아라는 약초를 받아와 주세요.{nl}	클레릭 마스터
QUEST_UNUSED_20180327_000137	먼 길이 되시겠군요. {nl}여신의 가호가 늘 함께하기를.	클레릭 마스터
QUEST_UNUSED_20180327_000138	아, 클레릭 마스터가 보냈군.{nl}반갑소. 내가 센츄리온 마스터요.	센츄리온 마스터
QUEST_UNUSED_20180327_000139	클레릭 마스터께서 요청하신 니코티아는 안타깝게도 현재 동이 났소.{nl}급한 징발 명령이 내려와서 어쩔 도리가 없었지.{nl}	센츄리온 마스터
QUEST_UNUSED_20180327_000140	하지만 걱정하지 마시오. {nl}이 근처에 잔뜩 자라고 있는 게 니코티아니까 어린 순만 뜯어 간다면 문제없을 거요.	센츄리온 마스터
QUEST_UNUSED_20180327_000141	니코티아는 그리 멀지 않는 곳에 있소.{nl}클레릭 마스터께 내 안부도 전해 주시오.	센츄리온 마스터
QUEST_UNUSED_20180327_000142	감사합니다. 이걸로 고통받는 많은 분들을 치료하실 수 있을 거예요.{nl}여신께서도 그대가 클레릭의 더 높은 경지로 향하는 것을 기뻐하실 겁니다.	클레릭 마스터
QUEST_UNUSED_20180327_000143	크리비로서 더 높은 경지에 오르고 싶거든 페디미안의 여신상에 경배를 드리고 오게.{nl}성지순례야말로 여신께 의무를 다하는 통과의례 아니겠는가.	크리비 마스터
QUEST_UNUSED_20180327_000144	떠나기 전에 공양품을 가져가게.{nl}경배에 필요한 공양품은 프리스트 마스터와 클레릭 마스터께서 나누어 주실 것일세.	크리비 마스터
QUEST_UNUSED_20180327_000145	성지순례를 떠나시는군요.{nl}아직 저도 어린 사제였을 시절에 다녀왔던 기억을 잊을 수 없답니다.	프리스트 마스터
QUEST_UNUSED_20180327_000146	페디미안의 여신상을 바라보면 가슴이 신앙으로 차오르는 것을 느낄 수 있지.	크리비 마스터
QUEST_UNUSED_20180327_000147	공양품은 내어 드릴 수 있습니다. {nl}하지만.. 그 전에 한 가지 청이 있습니다.{nl}	프리스트 마스터
QUEST_UNUSED_20180327_000148	샤울레이 서쪽 숲에 락토르투가가 날뛰는 통에 주민들의 원성이 자자합니다.{nl}그 몬스터만 처리해 주신다면 공양품을 내어 드리겠습니다.	프리스트 마스터
QUEST_UNUSED_20180327_000149	샤울레이 서쪽 숲입니다. {nl}주민들이 마련해 주신 공양품이니 그 정도 자비는 베풀어야 하지 않겠습니까?	프리스트 마스터
QUEST_UNUSED_20180327_000150	여신께서도 당신의 자비에 기뻐하고 계실 겁니다.{nl}자. 여기 공양품을 받으십시오.{nl}	프리스트 마스터
QUEST_UNUSED_20180327_000151	여신께서도 당신의 자비에 기뻐하고 계실 겁니다.{nl}저도 짬이 있다면 다시 페디미안에 들러 보고 싶군요.	프리스트 마스터
